direction,experiment_id,group,t_burn_ms,t_usable_ms,t_safe_ms,t_hard_lb_ms,t_hard_epoch_ms,L_ms,tau_F_lb_ms,G_lb_ms,G_epoch_ms,safe_l1_block,safe_lag_s,method,err
withdraw,176,,1781159409000,1781159418000,1781159409000,1781159409000,1781159409000,9000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,177,,1781160645000,1781160652000,1781160645000,1781160645000,1781160645000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,178,,1781166218000,1781166225000,1781166218000,1781166218000,1781166218000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,179,,1781168046000,1781168052000,1781168046000,1781168046000,1781168046000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,180,,1781170916000,1781170923000,1781170916000,1781170916000,1781170916000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,181,,1781173869000,1781173876000,1781173869000,1781173869000,1781173869000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,182,,1781175100000,1781175105000,1781175100000,1781175100000,1781175100000,5000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,183,,1781177783000,1781177790000,1781177783000,1781177783000,1781177783000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,184,,1781180780000,1781180787000,1781180780000,1781180780000,1781180780000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,185,,1781184618000,1781184624000,1781184618000,1781184618000,1781184618000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,186,,1781187016000,1781187022000,1781187016000,1781187016000,1781187016000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,187,,1781188242000,1781188248000,1781188242000,1781188242000,1781188242000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,188,,1781191132000,1781191170000,1781191132000,1781191132000,1781191132000,38000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,189,,1781194289000,1781194296000,1781194289000,1781194289000,1781194289000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,190,,1781199396000,1781199402000,1781199396000,1781199396000,1781199396000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,191,,1781200523000,1781200529000,1781200523000,1781200523000,1781200523000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,192,,1781202908000,1781202915000,1781202908000,1781202908000,1781202908000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,193,,1781207960000,1781207967000,1781207960000,1781207960000,1781207960000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,194,,1781209402000,1781209407000,1781209402000,1781209402000,1781209402000,5000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,195,,1781212326000,1781212332000,1781212326000,1781212326000,1781212326000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,196,,1781215329000,1781215336000,1781215329000,1781215329000,1781215329000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,197,,1781219843000,1781219850000,1781219843000,1781219843000,1781219843000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,198,,1781221005000,1781221012000,1781221005000,1781221005000,1781221005000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,199,,1781224968000,1781224974000,1781224968000,1781224968000,1781224968000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,200,,1781226418000,1781226423000,1781226418000,1781226418000,1781226418000,5000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,201,,1781230105000,1781230114000,1781230105000,1781230105000,1781230105000,9000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,202,,1781231662000,1781231668000,1781231662000,1781231662000,1781231662000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,203,,1781235036000,1781235042000,1781235036000,1781235036000,1781235036000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,204,,1781236396000,1781236401000,1781236396000,1781236396000,1781236396000,5000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,205,,1781239871000,1781239877000,1781239871000,1781239871000,1781239871000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,206,,1781241823000,1781241830000,1781241823000,1781241823000,1781241823000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,207,,1781243753000,1781243759000,1781243753000,1781243753000,1781243753000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,208,,1781244925000,1781244934000,1781244925000,1781244925000,1781244925000,9000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,209,,1781247348000,1781247354000,1781247348000,1781247348000,1781247348000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,210,,1781250762000,1781250768000,1781250762000,1781250762000,1781250762000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
