direction,experiment_id,group,t_burn_ms,t_usable_ms,t_safe_ms,t_hard_lb_ms,t_hard_epoch_ms,L_ms,tau_F_lb_ms,G_lb_ms,G_epoch_ms,safe_l1_block,safe_lag_s,method,err
withdraw,15,,1780647783000,1780647789000,1780647783000,1780647783000,1780647783000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,16,,1780649711000,1780649717000,1780649711000,1780649711000,1780649711000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,17,,1780650363000,1780650369000,1780650363000,1780650363000,1780650363000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,18,,1780656297000,1780656306000,1780656297000,1780656297000,1780656297000,9000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,19,,1780658475000,1780658481000,1780658475000,1780658475000,1780658475000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,20,,1780662956000,1780662964000,1780662956000,1780662956000,1780662956000,8000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,21,,1780663813000,1780663820000,1780663813000,1780663813000,1780663813000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,22,,1780668839000,1780668845000,1780668839000,1780668839000,1780668839000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,23,,1780670002000,1780670010000,1780670002000,1780670002000,1780670002000,8000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,24,,1780675338000,1780675345000,1780675338000,1780675338000,1780675338000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,25,,1780676611000,1780676618000,1780676611000,1780676611000,1780676611000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,26,,1780678870000,1780678877000,1780678870000,1780678870000,1780678870000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,27,,1780682105000,1780682112000,1780682105000,1780682105000,1780682105000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,28,,1780684155000,1780684162000,1780684155000,1780684155000,1780684155000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,29,,1780685679000,1780685685000,1780685679000,1780685679000,1780685679000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,30,,1780690706000,1780690715000,1780690706000,1780690706000,1780690706000,9000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,31,,1780691912000,1780691920000,1780691912000,1780691912000,1780691912000,8000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,32,,1780695024000,1780695030000,1780695024000,1780695024000,1780695024000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,33,,1780698487000,1780698495000,1780698487000,1780698487000,1780698487000,8000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,34,,1780701524000,1780701531000,1780701524000,1780701524000,1780701524000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,35,,1780705371000,1780705377000,1780705371000,1780705371000,1780705371000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,36,,1780707637000,1780707645000,1780707637000,1780707637000,1780707637000,8000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,37,,1780709967000,1780709973000,1780709967000,1780709967000,1780709967000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,38,,1780714606000,1780714611000,1780714606000,1780714606000,1780714606000,5000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,39,,1780717433000,1780717439000,1780717433000,1780717433000,1780717433000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,40,,1780719467000,1780719473000,1780719467000,1780719467000,1780719467000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,41,,1780721409000,1780721416000,1780721409000,1780721409000,1780721409000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,42,,1780724992000,1780725000000,1780724992000,1780724992000,1780724992000,8000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,43,,1780726536000,1780726542000,1780726536000,1780726536000,1780726536000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,44,,1780730640000,1780730644000,1780730640000,1780730640000,1780730640000,4000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,45,,1780731833000,1780731839000,1780731833000,1780731833000,1780731833000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,46,,1780734345000,1780734352000,1780734345000,1780734345000,1780734345000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,47,,1780737458000,1780737466000,1780737458000,1780737458000,1780737458000,8000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,48,,1780740086000,1780740093000,1780740086000,1780740086000,1780740086000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,49,,1780743440000,1780743447000,1780743440000,1780743440000,1780743440000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,50,,1780748062000,1780748069000,1780748062000,1780748062000,1780748062000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,51,,1780751258000,1780751265000,1780751258000,1780751258000,1780751258000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,52,,1780752336000,1780752342000,1780752336000,1780752336000,1780752336000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,53,,1780756957000,1780756964000,1780756957000,1780756957000,1780756957000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,54,,1780758369000,1780758375000,1780758369000,1780758369000,1780758369000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,55,,1780761214000,1780761220000,1780761214000,1780761214000,1780761214000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,56,,1780765866000,1780765873000,1780765866000,1780765866000,1780765866000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,57,,1780767560000,1780767568000,1780767560000,1780767560000,1780767560000,8000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,58,,1780771659000,1780771666000,1780771659000,1780771659000,1780771659000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,59,,1780772812000,1780772818000,1780772812000,1780772812000,1780772812000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,60,,1780776058000,1780776064000,1780776058000,1780776058000,1780776058000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,61,,1780778621000,1780778628000,1780778621000,1780778621000,1780778621000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,62,,1780782462000,1780782467000,1780782462000,1780782462000,1780782462000,5000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,63,,1780783708000,1780783713000,1780783708000,1780783708000,1780783708000,5000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,64,,1780787762000,1780787769000,1780787762000,1780787762000,1780787762000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,65,,1780790787000,1780790794000,1780790787000,1780790787000,1780790787000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,66,,1780794441000,1780794447000,1780794441000,1780794441000,1780794441000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,67,,1780798142000,1780798150000,1780798142000,1780798142000,1780798142000,8000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,68,,1780801165000,1780801172000,1780801165000,1780801165000,1780801165000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,69,,1780802980000,1780802986000,1780802980000,1780802980000,1780802980000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,70,,1780808172000,1780808178000,1780808172000,1780808172000,1780808172000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,71,,1780811840000,1780811847000,1780811840000,1780811840000,1780811840000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,72,,1780813114000,1780813121000,1780813114000,1780813114000,1780813114000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,73,,1780816383000,1780816398000,1780816383000,1780816383000,1780816383000,15000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,74,,1780819685000,1780819691000,1780819685000,1780819685000,1780819685000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,75,,1780821624000,1780821629000,1780821624000,1780821624000,1780821624000,5000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,76,,1780824098000,1780824106000,1780824098000,1780824098000,1780824098000,8000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,77,,1780827645000,1780827651000,1780827645000,1780827645000,1780827645000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,78,,1780831798000,1780831804000,1780831798000,1780831798000,1780831798000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,79,,1780833532000,1780833540000,1780833532000,1780833532000,1780833532000,8000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,80,,1780835443000,1780835451000,1780835443000,1780835443000,1780835443000,8000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,81,,1780840751000,1780840759000,1780840751000,1780840751000,1780840751000,8000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,82,,1780843129000,1780843136000,1780843129000,1780843129000,1780843129000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,83,,1780845435000,1780845442000,1780845435000,1780845435000,1780845435000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,84,,1780849103000,1780849110000,1780849103000,1780849103000,1780849103000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,85,,1780851610000,1780851618000,1780851610000,1780851610000,1780851610000,8000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,86,,1780852911000,1780852917000,1780852911000,1780852911000,1780852911000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,87,,1780856471000,1780856478000,1780856471000,1780856471000,1780856471000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,88,,1780858597000,1780858604000,1780858597000,1780858597000,1780858597000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,89,,1780861871000,1780861877000,1780861871000,1780861871000,1780861871000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,90,,1780864447000,1780864455000,1780864447000,1780864447000,1780864447000,8000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,91,,1780868560000,1780868568000,1780868560000,1780868560000,1780868560000,8000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,92,,1780870429000,1780870438000,1780870429000,1780870429000,1780870429000,9000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,93,,1780873161000,1780873167000,1780873161000,1780873161000,1780873161000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,94,,1780875911000,1780875917000,1780875911000,1780875911000,1780875911000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,95,,1780881330000,1780881336000,1780881330000,1780881330000,1780881330000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,96,,1780883632000,1780883641000,1780883632000,1780883632000,1780883632000,9000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,97,,1780885304000,1780885311000,1780885304000,1780885304000,1780885304000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,98,,1780889803000,1780889812000,1780889803000,1780889803000,1780889803000,9000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,99,,1780893259000,1780893268000,1780893259000,1780893259000,1780893259000,9000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,100,,1780894382000,1780894392000,1780894382000,1780894382000,1780894382000,10000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,101,,1780896375000,1780896381000,1780896375000,1780896375000,1780896375000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,102,,1780899423000,1780899432000,1780899423000,1780899423000,1780899423000,9000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,103,,1780903719000,1780903725000,1780903719000,1780903719000,1780903719000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,104,,1780904933000,1780904940000,1780904933000,1780904933000,1780904933000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,105,,1780908523000,1780908531000,1780908523000,1780908523000,1780908523000,8000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,106,,1780909791000,1780909797000,1780909791000,1780909791000,1780909791000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,107,,1780913906000,1780913914000,1780913906000,1780913906000,1780913906000,8000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,108,,1780916841000,1780916848000,1780916841000,1780916841000,1780916841000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,109,,1780920715000,1780920724000,1780920715000,1780920715000,1780920715000,9000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,110,,1780924093000,1780924100000,1780924093000,1780924093000,1780924093000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,111,,1780926508000,1780926516000,1780926508000,1780926508000,1780926508000,8000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,112,,1780927931000,1780927938000,1780927931000,1780927931000,1780927931000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,113,,1780931926000,1780931932000,1780931926000,1780931926000,1780931926000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,114,,1780935497000,1780935504000,1780935497000,1780935497000,1780935497000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,115,,1780938107000,1780938113000,1780938107000,1780938107000,1780938107000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,116,,1780942899000,1780942906000,1780942899000,1780942899000,1780942899000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,117,,1780944330000,1780944336000,1780944330000,1780944330000,1780944330000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,118,,1780948080000,1780948088000,1780948080000,1780948080000,1780948080000,8000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,119,,1780953222000,1780953228000,1780953222000,1780953222000,1780953222000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,120,,1780957796000,1780957804000,1780957796000,1780957796000,1780957796000,8000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,121,,1780959685000,1780959693000,1780959685000,1780959685000,1780959685000,8000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,122,,1780961604000,1780961610000,1780961604000,1780961604000,1780961604000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,123,,1780963963000,1780963971000,1780963963000,1780963963000,1780963963000,8000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,124,,1780968275000,1780968281000,1780968275000,1780968275000,1780968275000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,125,,1780970927000,1780970934000,1780970927000,1780970927000,1780970927000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,126,,1780973584000,1780973589000,1780973584000,1780973584000,1780973584000,5000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,127,,1780976436000,1780976442000,1780976436000,1780976436000,1780976436000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,128,,1780980068000,1780980075000,1780980068000,1780980068000,1780980068000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,129,,1780981199000,1780981206000,1780981199000,1780981199000,1780981199000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,130,,1780986102000,1780986108000,1780986102000,1780986102000,1780986102000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,131,,1780989204000,1780989210000,1780989204000,1780989204000,1780989204000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,132,,1780991175000,1780991182000,1780991175000,1780991175000,1780991175000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,133,,1780992975000,1780992981000,1780992975000,1780992975000,1780992975000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,134,,1780996080000,1780996086000,1780996080000,1780996080000,1780996080000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,135,,1781000388000,1781000394000,1781000388000,1781000388000,1781000388000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,136,,1781003635000,1781003642000,1781003635000,1781003635000,1781003635000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,137,,1781004828000,1781004834000,1781004828000,1781004828000,1781004828000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,138,,1781007643000,1781007651000,1781007643000,1781007643000,1781007643000,8000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,139,,1781010942000,1781010948000,1781010942000,1781010942000,1781010942000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,140,,1781013047000,1781013053000,1781013047000,1781013047000,1781013047000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,141,,1781017195000,1781017205000,1781017195000,1781017195000,1781017195000,10000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,142,,1781019743000,1781019750000,1781019743000,1781019743000,1781019743000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,143,,1781020916000,1781020924000,1781020916000,1781020916000,1781020916000,8000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,144,,1781025349000,1781025358000,1781025349000,1781025349000,1781025349000,9000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,145,,1781028037000,1781028046000,1781028037000,1781028037000,1781028037000,9000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,146,,1781032463000,1781032470000,1781032463000,1781032463000,1781032463000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,147,,1781035821000,1781035829000,1781035821000,1781035821000,1781035821000,8000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,148,,1781037660000,1781037667000,1781037660000,1781037660000,1781037660000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,149,,1781039916000,1781039922000,1781039916000,1781039916000,1781039916000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,150,,1781042187000,1781042193000,1781042187000,1781042187000,1781042187000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,151,,1781046360000,1781046366000,1781046360000,1781046360000,1781046360000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,152,,1781048331000,1781048337000,1781048331000,1781048331000,1781048331000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,153,,1781050191000,1781050198000,1781050191000,1781050191000,1781050191000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,154,,1781053865000,1781053872000,1781053865000,1781053865000,1781053865000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,155,,1781056415000,1781056422000,1781056415000,1781056415000,1781056415000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,156,,1781058685000,1781058694000,1781058685000,1781058685000,1781058685000,9000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,157,,1781063572000,1781063578000,1781063572000,1781063572000,1781063572000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,158,,1781065790000,1781065798000,1781065790000,1781065790000,1781065790000,8000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,159,,1781069529000,1781069536000,1781069529000,1781069529000,1781069529000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,160,,1781070358000,1781070364000,1781070358000,1781070358000,1781070358000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,161,,1781073655000,1781073662000,1781073655000,1781073655000,1781073655000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,162,,1781078049000,1781078055000,1781078049000,1781078049000,1781078049000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,163,,1781081800000,1781081805000,1781081800000,1781081800000,1781081800000,5000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,164,,1781084022000,1781084028000,1781084022000,1781084022000,1781084022000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,165,,1781087424000,1781087430000,1781087424000,1781087424000,1781087424000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,166,,1781089291000,1781089299000,1781089291000,1781089291000,1781089291000,8000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,167,,1781090624000,1781090632000,1781090624000,1781090624000,1781090624000,8000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,168,,1781094039000,1781094046000,1781094039000,1781094039000,1781094039000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,169,,1781098265000,1781098273000,1781098265000,1781098265000,1781098265000,8000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,170,,1781099768000,1781099775000,1781099768000,1781099768000,1781099768000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,171,,1781101292000,1781101299000,1781101292000,1781101292000,1781101292000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,172,,1781106871000,1781106878000,1781106871000,1781106871000,1781106871000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,173,,1781109821000,1781109828000,1781109821000,1781109821000,1781109821000,7000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,174,,1781153967000,1781153973000,1781153967000,1781153967000,1781153967000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
withdraw,175,,1781156028000,1781156034000,1781156028000,1781156028000,1781156028000,6000,0,0,0,,0,source=HyperEVM HyperBFT deterministic instant finality → t_hard_source=t_burn,
