analysis,experiment_id,direction,group,role,rel_offset,chain,block_number,block_ts,gas_used,gas_limit,gas_ratio,tx_count,base_fee_gwei,a2m_ms,iris_wait_ms,err
probe1,19,deposit,slow,mint,0,hevm,37020270,1780668604,1290436,3000000,0.4301453333333333,8,21.410822253,79629,8371,
probe1,19,deposit,slow,mint,1,hevm,37020271,1780668605,521699,3000000,0.17389966666666667,2,21.036910791,79629,8371,
probe1,19,deposit,slow,mint,2,hevm,37020272,1780668606,609186,3000000,0.203062,4,19.321874886,79629,8371,
probe1,19,deposit,slow,mint,3,hevm,37020273,1780668607,2020785,3000000,0.673595,11,17.887525165,79629,8371,
probe1,19,deposit,slow,mint,4,hevm,37020274,1780668608,2392930,3000000,0.7976433333333334,12,18.663821397,79629,8371,
probe1,19,deposit,slow,mint,5,hevm,37020275,1780668609,1633287,3000000,0.544429,6,20.0526119,79629,8371,
probe1,19,deposit,slow,mint,-1,hevm,37020269,1780668603,444318,3000000,0.148106,7,23.47609664,79629,8371,
probe1,19,deposit,slow,mint,-2,hevm,37020268,1780668602,110886,3000000,0.036962,2,26.549447395,79629,8371,
probe1,19,deposit,slow,mint,-3,hevm,37020267,1780668601,1439824,3000000,0.47994133333333333,7,26.683255024,79629,8371,
probe1,19,deposit,slow,mint,-4,hevm,37020266,1780668600,228324,30000000,0.0076108,3,0.1,79629,8371,
probe1,19,deposit,slow,mint,-5,hevm,37020265,1780668600,1210027,3000000,0.40334233333333336,11,27.344007002,79629,8371,
probe1,19,deposit,slow,mint,-6,hevm,37020264,1780668599,1068780,3000000,0.35626,10,28.363240032,79629,8371,
probe1,19,deposit,slow,mint,-7,hevm,37020263,1780668598,520191,3000000,0.173397,6,30.88502553,79629,8371,
probe1,19,deposit,slow,mint,-8,hevm,37020262,1780668597,2127812,3000000,0.7092706666666667,2,29.349526772,79629,8371,
probe1,19,deposit,slow,mint,-9,hevm,37020261,1780668596,955483,3000000,0.3184943333333333,5,30.744606863,79629,8371,
probe1,19,deposit,slow,mint,-10,hevm,37020260,1780668595,452943,3000000,0.150981,5,33.683666787,79629,8371,
probe1,19,deposit,slow,mint,-11,hevm,37020259,1780668594,709095,3000000,0.236365,4,36.060360041,79629,8371,
probe1,19,deposit,slow,mint,-12,hevm,37020258,1780668593,664912,3000000,0.22163733333333333,2,38.757521822,79629,8371,
probe1,19,deposit,slow,mint,-13,hevm,37020257,1780668592,1932484,3000000,0.6441613333333334,20,37.40927894,79629,8371,
probe1,19,deposit,slow,mint,-14,hevm,37020256,1780668591,0,3000000,0.0,0,42.753461645,79629,8371,
probe1,19,deposit,slow,mint,-15,hevm,37020255,1780668590,1056419,3000000,0.3521396666666667,8,44.394508345,79629,8371,
probe1,19,deposit,slow,mint,-16,hevm,37020254,1780668589,219479,3000000,0.07315966666666666,5,49.69776051,79629,8371,
probe1,19,deposit,slow,mint,-17,hevm,37020253,1780668588,271356,3000000,0.090452,1,55.366578369,79629,8371,
probe1,19,deposit,slow,mint,-18,hevm,37020252,1780668587,521175,3000000,0.173725,9,60.283857249,79629,8371,
probe1,19,deposit,slow,mint,-19,hevm,37020251,1780668586,2808496,3000000,0.9361653333333333,6,54.356727236,79629,8371,
probe1,19,deposit,slow,mint,-20,hevm,37020250,1780668585,1861619,3000000,0.6205396666666667,20,52.766609846,79629,8371,
probe1,19,deposit,slow,mint,-21,hevm,37020249,1780668584,491470,3000000,0.16382333333333332,11,57.608246954,79629,8371,
probe1,19,deposit,slow,mint,-22,hevm,37020248,1780668583,370010,3000000,0.12333666666666666,4,63.596902251,79629,8371,
probe1,19,deposit,slow,mint,-23,hevm,37020247,1780668582,1322300,3000000,0.44076666666666664,13,64.552821956,79629,8371,
probe1,19,deposit,slow,mint,-24,hevm,37020246,1780668581,961313,3000000,0.3204376666666667,11,67.586834376,79629,8371,
probe1,19,deposit,slow,mint,-25,hevm,37020245,1780668580,494928,3000000,0.164976,1,73.765104465,79629,8371,
probe1,19,deposit,slow,mint,-26,hevm,37020244,1780668579,137943,3000000,0.045981,2,83.209813549,79629,8371,
probe1,19,deposit,slow,mint,-27,hevm,37020243,1780668578,2741672,3000000,0.9138906666666666,8,75.407226715,79629,8371,
probe1,19,deposit,slow,mint,-28,hevm,37020242,1780668577,1513078,3000000,0.5043593333333334,3,75.325134873,79629,8371,
probe1,19,deposit,slow,mint,-29,hevm,37020241,1780668576,339344,3000000,0.11311466666666667,2,83.39080469,79629,8371,
probe1,19,deposit,slow,mint,-30,hevm,37020240,1780668575,1220391,3000000,0.406797,2,85.380228038,79629,8371,
probe1,19,deposit,slow,mint,-31,hevm,37020239,1780668574,2607629,3000000,0.8692096666666667,11,78.165375024,79629,8371,
probe1,19,deposit,slow,mint,-32,hevm,37020238,1780668573,319763,3000000,0.10658766666666666,2,86.691778765,79629,8371,
probe1,19,deposit,slow,mint,-33,hevm,37020237,1780668572,1099482,3000000,0.366494,6,89.685155352,79629,8371,
probe1,19,deposit,slow,mint,-34,hevm,37020236,1780668571,1494148,3000000,0.49804933333333334,11,89.728913151,79629,8371,
probe1,19,deposit,slow,mint,-35,hevm,37020235,1780668570,2461279,3000000,0.8204263333333334,14,83.07412855,79629,8371,
probe1,19,deposit,slow,mint,-36,hevm,37020234,1780668569,1763904,3000000,0.587968,12,81.286476362,79629,8371,
probe1,19,deposit,slow,mint,-37,hevm,37020233,1780668568,1137062,3000000,0.3790206666666667,6,83.821648139,79629,8371,
probe1,19,deposit,slow,mint,-38,hevm,37020232,1780668567,2620202,3000000,0.8734006666666667,9,76.664961231,79629,8371,
probe1,19,deposit,slow,mint,-39,hevm,37020231,1780668566,2094049,3000000,0.6980163333333333,11,73.048749832,79629,8371,
probe1,19,deposit,slow,mint,-40,hevm,37020230,1780668565,2879151,3000000,0.959717,16,65.518731195,79629,8371,
probe1,19,deposit,slow,mint,-41,hevm,37020229,1780668564,2794245,3000000,0.931415,19,59.140235068,79629,8371,
probe1,19,deposit,slow,mint,-42,hevm,37020228,1780668563,2996324,3000000,0.9987746666666667,16,52.583416108,79629,8371,
probe1,19,deposit,slow,mint,-43,hevm,37020227,1780668562,2867026,3000000,0.9556753333333333,18,47.205787832,79629,8371,
probe1,19,deposit,slow,mint,-44,hevm,37020226,1780668561,2859196,3000000,0.9530653333333333,28,42.402960028,79629,8371,
probe1,19,deposit,slow,mint,-45,hevm,37020225,1780668560,1940463,3000000,0.646821,23,40.901654572,79629,8371,
probe1,19,deposit,slow,mint,-46,hevm,37020224,1780668559,806631,3000000,0.268877,8,43.409911835,79629,8371,
probe1,19,deposit,slow,mint,-47,hevm,37020223,1780668558,1521716,3000000,0.5072386666666666,15,43.331496271,79629,8371,
probe1,19,deposit,slow,mint,-48,hevm,37020222,1780668557,1152734,3000000,0.3842446666666667,10,44.622828878,79629,8371,
probe1,19,deposit,slow,mint,-49,hevm,37020221,1780668556,671383,3000000,0.22379433333333335,5,47.932645988,79629,8371,
probe1,19,deposit,slow,mint,-50,hevm,37020220,1780668555,2453701,3000000,0.8179003333333333,9,44.403661306,79629,8371,
probe1,19,deposit,slow,mint,-51,hevm,37020219,1780668554,2837398,3000000,0.9457993333333333,22,39.951116078,79629,8371,
probe1,19,deposit,slow,mint,-52,hevm,37020218,1780668553,2948581,3000000,0.9828603333333333,19,35.647879352,79629,8371,
probe1,19,deposit,slow,mint,-53,hevm,37020217,1780668552,2490161,3000000,0.8300536666666667,25,32.930658229,79629,8371,
probe1,19,deposit,slow,mint,-54,hevm,37020216,1780668551,1091531,3000000,0.3638436666666667,7,34.0910876,79629,8371,
probe1,19,deposit,slow,mint,-55,hevm,37020215,1780668550,2836808,3000000,0.9456026666666667,13,30.6739852,79629,8371,
probe1,19,deposit,slow,mint,-56,hevm,37020214,1780668549,2689654,3000000,0.8965513333333334,27,27.907314506,79629,8371,
probe1,19,deposit,slow,mint,-57,hevm,37020213,1780668548,1846500,3000000,0.6155,9,27.124105947,79629,8371,
probe1,19,deposit,slow,mint,-58,hevm,37020212,1780668547,2625989,3000000,0.8753296666666667,15,24.797314044,79629,8371,
probe1,19,deposit,slow,mint,-59,hevm,37020211,1780668546,894981,3000000,0.298327,8,26.113932838,79629,8371,
probe1,19,deposit,slow,mint,-60,hevm,37020210,1780668545,2489364,3000000,0.829788,15,24.124906659,79629,8371,
probe1,19,deposit,slow,mint,-61,hevm,37020209,1780668544,0,3000000,0.0,0,27.571321895,79629,8371,
probe1,19,deposit,slow,mint,-62,hevm,37020208,1780668543,1145957,3000000,0.38198566666666667,8,28.409504065,79629,8371,
probe1,19,deposit,slow,mint,-63,hevm,37020207,1780668542,1042238,3000000,0.34741266666666665,4,29.53621722,79629,8371,
probe1,19,deposit,slow,mint,-64,hevm,37020206,1780668541,847469,3000000,0.28248966666666664,4,31.234683843,79629,8371,
probe1,19,deposit,slow,mint,-65,hevm,37020205,1780668540,487045,30000000,0.016234833333333334,2,0.1,79629,8371,
probe1,19,deposit,slow,mint,-66,hevm,37020204,1780668540,1812651,3000000,0.604217,13,30.441552036,79629,8371,
probe1,19,deposit,slow,mint,-67,hevm,37020203,1780668539,2214362,3000000,0.7381206666666666,5,28.731180097,79629,8371,
probe1,19,deposit,slow,mint,-68,hevm,37020202,1780668538,2151742,3000000,0.7172473333333333,8,27.251121717,79629,8371,
probe1,19,deposit,slow,mint,-69,hevm,37020201,1780668537,1453492,3000000,0.48449733333333334,15,27.357148907,79629,8371,
probe1,19,deposit,slow,mint,-70,hevm,37020200,1780668536,2135349,3000000,0.711783,5,25.981536948,79629,8371,
probe1,19,deposit,slow,mint,-71,hevm,37020199,1780668535,1858674,3000000,0.619558,5,25.227499599,79629,8371,
probe1,19,deposit,slow,mint,-72,hevm,37020198,1780668534,605428,3000000,0.20180933333333334,4,27.259642328,79629,8371,
probe1,19,deposit,slow,mint,-73,hevm,37020197,1780668533,80073,3000000,0.026691,3,30.918095549,79629,8371,
probe1,19,deposit,slow,mint,-74,hevm,37020196,1780668532,388151,3000000,0.12938366666666667,5,34.075312381,79629,8371,
probe1,19,deposit,slow,mint,-75,hevm,37020195,1780668531,2540187,3000000,0.846729,10,31.357199753,79629,8371,
probe1,19,deposit,slow,mint,-76,hevm,37020194,1780668530,2628038,3000000,0.8760126666666667,12,28.662805291,79629,8371,
probe1,19,deposit,slow,mint,-77,hevm,37020193,1780668529,1265686,3000000,0.42189533333333334,7,29.233625943,79629,8371,
probe1,19,deposit,slow,mint,-78,hevm,37020192,1780668528,2063753,3000000,0.6879176666666666,14,27.921872654,79629,8371,
probe1,19,deposit,slow,mint,-79,hevm,37020191,1780668527,1418243,3000000,0.4727476666666667,10,28.11341167,79629,8371,
probe1,19,deposit,slow,mint,-80,hevm,37020190,1780668526,2438717,3000000,0.8129056666666666,11,26.07375523,79629,8371,
probe1,19,deposit,slow,mint,-81,hevm,37020189,1780668525,2252655,3000000,0.750885,17,24.534895892,79629,8371,
probe1,19,deposit,slow,mint,-82,hevm,37020188,1780668524,2693262,3000000,0.897754,11,22.315842034,79629,8371,
probe1,124,deposit,slow,mint,0,hevm,37330101,1780973443,875668,3000000,0.29188933333333333,6,0.123009632,41044,7956,
probe1,124,deposit,slow,mint,1,hevm,37330102,1780973444,1050764,3000000,0.35025466666666666,12,0.116609728,41044,7956,
probe1,124,deposit,slow,mint,2,hevm,37330103,1780973445,1218576,3000000,0.406192,7,0.112244288,41044,7956,
probe1,124,deposit,slow,mint,3,hevm,37330104,1780973446,1406492,3000000,0.4688306666666667,9,0.109611935,41044,7956,
probe1,124,deposit,slow,mint,4,hevm,37330105,1780973447,1002231,3000000,0.334077,6,0.108757803,41044,7956,
probe1,124,deposit,slow,mint,5,hevm,37330106,1780973448,449719,3000000,0.14990633333333334,7,0.104246448,41044,7956,
probe1,124,deposit,slow,mint,-1,hevm,37330100,1780973442,1231522,3000000,0.41050733333333334,5,0.125824729,41044,7956,
probe1,124,deposit,slow,mint,-2,hevm,37330099,1780973441,547341,3000000,0.182447,6,0.136675128,41044,7956,
probe1,124,deposit,slow,mint,-3,hevm,37330098,1780973440,560946,3000000,0.186982,6,0.148278595,41044,7956,
probe1,124,deposit,slow,mint,-4,hevm,37330097,1780973439,852120,3000000,0.28404,6,0.156741043,41044,7956,
probe1,124,deposit,slow,mint,-5,hevm,37330096,1780973438,1099305,3000000,0.366435,6,0.162155621,41044,7956,
probe1,124,deposit,slow,mint,-6,hevm,37330095,1780973437,844618,3000000,0.2815393333333333,6,0.1715234,41044,7956,
probe1,124,deposit,slow,mint,-7,hevm,37330094,1780973436,1111768,3000000,0.3705893333333333,6,0.177258174,41044,7956,
probe1,124,deposit,slow,mint,-8,hevm,37330093,1780973435,498496,3000000,0.16616533333333333,7,0.193398996,41044,7956,
probe1,124,deposit,slow,mint,-9,hevm,37330092,1780973434,2242086,3000000,0.747362,10,0.182135638,41044,7956,
probe1,124,deposit,slow,mint,-10,hevm,37330091,1780973433,2533874,3000000,0.8446246666666667,11,0.167688261,41044,7956,
probe1,124,deposit,slow,mint,-11,hevm,37330090,1780973432,774351,3000000,0.258117,9,0.17848115,41044,7956,
probe1,124,deposit,slow,mint,-12,hevm,37330089,1780973431,1456427,3000000,0.4854756666666667,5,0.179131591,41044,7956,
probe1,124,deposit,slow,mint,-13,hevm,37330088,1780973430,199418,3000000,0.06647266666666667,3,0.20090617,41044,7956,
probe1,124,deposit,slow,mint,-14,hevm,37330087,1780973429,1499374,3000000,0.4997913333333333,4,0.200916651,41044,7956,
probe1,124,deposit,slow,mint,-15,hevm,37330086,1780973428,546461,3000000,0.18215366666666666,4,0.21825993,41044,7956,
probe1,124,deposit,slow,mint,-16,hevm,37330085,1780973427,2711636,3000000,0.9038786666666667,8,0.198243364,41044,7956,
probe1,124,deposit,slow,mint,-17,hevm,37330084,1780973426,476786,3000000,0.15892866666666666,4,0.216722852,41044,7956,
probe1,124,deposit,slow,mint,-18,hevm,37330083,1780973425,2638113,3000000,0.879371,9,0.19794884,41044,7956,
probe1,124,deposit,slow,mint,-19,hevm,37330082,1780973424,225255,3000000,0.075085,4,0.221475953,41044,7956,
probe1,124,deposit,slow,mint,-20,hevm,37330081,1780973423,753236,3000000,0.25107866666666667,7,0.236173082,41044,7956,
probe1,124,deposit,slow,mint,-21,hevm,37330080,1780973422,303292,3000000,0.10109733333333333,7,0.262334572,41044,7956,
probe1,124,deposit,slow,mint,-22,hevm,37330079,1780973421,1175956,3000000,0.39198533333333335,4,0.26961517,41044,7956,
probe1,124,deposit,slow,mint,-23,hevm,37330078,1780973420,592394,3000000,0.19746466666666668,7,0.291675723,41044,7956,
probe1,124,deposit,slow,mint,-24,hevm,37330077,1780973419,469328,3000000,0.15644266666666667,4,0.319081412,41044,7956,
probe1,124,deposit,slow,mint,-25,hevm,37330076,1780973418,2513363,3000000,0.8377876666666667,6,0.294234238,41044,7956,
probe1,124,deposit,slow,mint,-26,hevm,37330075,1780973417,2905174,3000000,0.9683913333333334,10,0.263391647,41044,7956,
probe1,124,deposit,slow,mint,-27,hevm,37330074,1780973416,32698,3000000,0.010899333333333334,1,0.300084533,41044,7956,
probe1,124,deposit,slow,mint,-28,hevm,37330073,1780973415,1337822,3000000,0.44594066666666665,4,0.304195687,41044,7956,
probe1,124,deposit,slow,mint,-29,hevm,37330072,1780973414,1089682,3000000,0.36322733333333335,4,0.314965349,41044,7956,
probe1,124,deposit,slow,mint,-30,hevm,37330071,1780973413,1414824,3000000,0.471608,9,0.317216954,41044,7956,
probe1,124,deposit,slow,mint,-31,hevm,37330070,1780973412,163398,3000000,0.054466,2,0.356978464,41044,7956,
probe1,124,deposit,slow,mint,-32,hevm,37330069,1780973411,1655136,3000000,0.551712,7,0.352422348,41044,7956,
probe1,124,deposit,slow,mint,-33,hevm,37330068,1780973410,617698,3000000,0.20589933333333332,4,0.380390632,41044,7956,
probe1,124,deposit,slow,mint,-34,hevm,37330067,1780973409,1073663,3000000,0.35788766666666666,6,0.394403015,41044,7956,
probe1,124,deposit,slow,mint,-35,hevm,37330066,1780973408,1881880,3000000,0.6272933333333334,10,0.3822389,41044,7956,
probe1,124,deposit,slow,mint,-36,hevm,37330065,1780973407,2015798,3000000,0.6719326666666666,8,0.366486165,41044,7956,
probe1,124,deposit,slow,mint,-37,hevm,37330064,1780973406,2300856,3000000,0.766952,7,0.343557805,41044,7956,
probe1,124,deposit,slow,mint,-38,hevm,37330063,1780973405,2671006,3000000,0.8903353333333334,20,0.313012815,41044,7956,
probe1,124,deposit,slow,mint,-39,hevm,37330062,1780973404,2832719,3000000,0.9442396666666667,12,0.281724514,41044,7956,
probe1,124,deposit,slow,mint,-40,hevm,37330061,1780973403,2618280,3000000,0.87276,23,0.257708646,41044,7956,
probe1,124,deposit,slow,mint,-41,hevm,37330060,1780973402,2679730,3000000,0.8932433333333333,15,0.234640904,41044,7956,
probe1,124,deposit,slow,mint,-42,hevm,37330059,1780973401,2782130,3000000,0.9273766666666666,9,0.211990912,41044,7956,
probe1,189,deposit,slow,mint,0,hevm,37559554,1781199134,2604816,3000000,0.868272,21,41.044787285,30413,12587,
probe1,189,deposit,slow,mint,1,hevm,37559555,1781199135,2363122,3000000,0.7877073333333333,26,44.82369876,30413,12587,
probe1,189,deposit,slow,mint,2,hevm,37559556,1781199136,111379,3000000,0.03712633333333333,3,48.04772547,30413,12587,
probe1,189,deposit,slow,mint,3,hevm,37559557,1781199137,1058132,3000000,0.3527106666666667,11,42.487718755,30413,12587,
probe1,189,deposit,slow,mint,4,hevm,37559558,1781199138,1048859,3000000,0.34961966666666666,9,40.923221813,30413,12587,
probe1,189,deposit,slow,mint,5,hevm,37559559,1781199139,941807,3000000,0.31393566666666667,14,39.384709879,30413,12587,
probe1,189,deposit,slow,mint,-1,hevm,37559553,1781199133,2464783,3000000,0.8215943333333333,25,37.990411982,30413,12587,
probe1,189,deposit,slow,mint,-2,hevm,37559552,1781199132,1611013,3000000,0.5370043333333333,9,37.642181029,30413,12587,
probe1,189,deposit,slow,mint,-3,hevm,37559551,1781199131,1391195,3000000,0.46373166666666665,10,37.986608776,30413,12587,
probe1,189,deposit,slow,mint,-4,hevm,37559550,1781199130,932301,3000000,0.310767,9,39.872927183,30413,12587,
probe1,189,deposit,slow,mint,-5,hevm,37559549,1781199129,270888,3000000,0.090296,5,44.422997082,30413,12587,
probe1,189,deposit,slow,mint,-6,hevm,37559548,1781199128,2687592,3000000,0.895864,29,40.42253999,30413,12587,
probe1,189,deposit,slow,mint,-7,hevm,37559547,1781199127,734149,3000000,0.24471633333333334,14,43.178213132,30413,12587,
probe1,189,deposit,slow,mint,-8,hevm,37559546,1781199126,1557242,3000000,0.5190806666666666,16,42.973223693,30413,12587,
probe1,189,deposit,slow,mint,-9,hevm,37559545,1781199125,2130283,3000000,0.7100943333333334,18,40.828751369,30413,12587,
probe1,189,deposit,slow,mint,-10,hevm,37559544,1781199124,1042079,3000000,0.3473596666666667,7,42.448593223,30413,12587,
probe1,189,deposit,slow,mint,-11,hevm,37559543,1781199123,1408409,3000000,0.4694696666666667,13,42.775077567,30413,12587,
probe1,189,deposit,slow,mint,-12,hevm,37559542,1781199122,1491161,3000000,0.49705366666666667,17,42.806608201,30413,12587,
probe1,189,deposit,slow,mint,-13,hevm,37559541,1781199121,1812201,3000000,0.604067,23,41.721159232,30413,12587,
probe1,189,deposit,slow,mint,-14,hevm,37559540,1781199120,4738694,30000000,0.15795646666666666,3,0.1,30413,12587,
probe1,189,deposit,slow,mint,-15,hevm,37559539,1781199120,1000105,3000000,0.3333683333333333,16,43.534725185,30413,12587,
probe1,189,deposit,slow,mint,-16,hevm,37559538,1781199119,943837,3000000,0.3146123333333333,11,45.65048438,30413,12587,
probe1,189,deposit,slow,mint,-17,hevm,37559537,1781199118,566541,3000000,0.188847,4,49.501087336,30413,12587,
probe1,189,deposit,slow,mint,-18,hevm,37559536,1781199117,65396,3000000,0.021798666666666668,2,56.222506759,30413,12587,
probe1,189,deposit,slow,mint,-19,hevm,37559535,1781199116,816899,3000000,0.27229966666666666,7,59.616161733,30413,12587,
probe1,189,deposit,slow,mint,-20,hevm,37559534,1781199115,2530413,3000000,0.843471,15,54.901862343,30413,12587,
probe1,189,deposit,slow,mint,-21,hevm,37559533,1781199114,2147011,3000000,0.7156703333333333,20,52.093126836,30413,12587,
probe1,189,deposit,slow,mint,-22,hevm,37559532,1781199113,347276,3000000,0.11575866666666666,3,57.628986487,30413,12587,
probe1,189,deposit,slow,mint,-23,hevm,37559531,1781199112,1289626,3000000,0.42987533333333333,9,58.657317699,30413,12587,
probe1,189,deposit,slow,mint,-24,hevm,37559530,1781199111,1828258,3000000,0.6094193333333333,7,57.09548035,30413,12587,
probe1,189,deposit,slow,mint,-25,hevm,37559529,1781199110,2448043,3000000,0.8160143333333333,14,52.915005318,30413,12587,
probe1,189,deposit,slow,mint,-26,hevm,37559528,1781199109,1626876,3000000,0.542292,6,52.361388359,30413,12587,
probe1,189,deposit,slow,mint,-27,hevm,37559527,1781199108,1521792,3000000,0.507264,10,52.266472446,30413,12587,
probe1,189,deposit,slow,mint,-28,hevm,37559526,1781199107,2294167,3000000,0.7647223333333333,24,49.022157469,30413,12587,
probe1,189,deposit,slow,mint,-29,hevm,37559525,1781199106,2093336,3000000,0.6977786666666667,18,46.712474727,30413,12587,
probe1,189,deposit,slow,mint,-30,hevm,37559524,1781199105,2529878,3000000,0.8432926666666667,18,43.020333477,30413,12587,
probe1,189,deposit,slow,mint,-31,hevm,37559523,1781199104,2649456,3000000,0.883152,29,39.259723119,30413,12587,
probe1,189,deposit,slow,mint,-32,hevm,37559522,1781199103,2995255,3000000,0.9984183333333333,20,34.909801811,30413,12587,
probe1,1,deposit,fast,mint,0,hevm,36724551,1780377733,2266182,3000000,0.755394,11,0.1,1820,4180,
probe1,11,deposit,slow,mint,0,hevm,36997223,1780645935,764663,3000000,0.2548876666666667,10,0.961960706,3147,7853,
probe1,22,deposit,fast,mint,0,hevm,37028272,1780676475,1812241,3000000,0.6040803333333333,10,16.616210225,2612,4388,
probe1,32,deposit,fast,mint,0,hevm,37057431,1780705156,332321,3000000,0.11077366666666667,2,0.1,3337,3663,
probe1,42,deposit,fast,mint,0,hevm,37084373,1780731657,288468,3000000,0.096156,1,0.1,1957,4043,
probe1,52,deposit,slow,mint,0,hevm,37114168,1780761050,774377,3000000,0.25812566666666664,2,0.1,0,7000,
probe1,62,deposit,slow,mint,0,hevm,37144194,1780790583,1142243,3000000,0.38074766666666665,5,0.1,0,6000,
probe1,72,deposit,slow,mint,0,hevm,37173557,1780819465,2198596,3000000,0.7328653333333334,7,0.1,2747,9253,
probe1,82,deposit,fast,mint,0,hevm,37203535,1780848952,581274,3000000,0.193758,3,0.1,4102,2898,
probe1,92,deposit,fast,mint,0,hevm,37230709,1780875680,367218,3000000,0.122406,3,0.107476733,2454,4546,
probe1,102,deposit,fast,mint,0,hevm,37260172,1780904660,412639,3000000,0.13754633333333333,7,0.1,3116,3884,
probe1,112,deposit,fast,mint,0,hevm,37293971,1780937905,602739,3000000,0.200913,5,0.257139422,2025,2975,
probe1,122,deposit,fast,mint,0,hevm,37324651,1780968082,523204,3000000,0.17440133333333332,7,0.1,2249,3751,
probe1,133,deposit,tail,mint,0,hevm,37357201,1781000099,912969,3000000,0.304323,5,0.1,0,11000,
probe1,143,deposit,slow,mint,0,hevm,37385456,1781027890,2521429,3000000,0.8404763333333334,21,0.10791817,1583,6417,
probe1,153,deposit,tail,mint,0,hevm,37414204,1781056167,1943820,3000000,0.64794,16,0.959135598,1645,14355,
probe1,163,deposit,fast,mint,0,hevm,37445665,1781087112,397759,3000000,0.13258633333333333,4,0.109960083,2789,3211,
probe1,173,deposit,fast,mint,0,hevm,37515529,1781155831,427386,3000000,0.142462,5,0.1,1902,4098,
probe1,183,deposit,slow,mint,0,hevm,37537636,1781177576,353701,3000000,0.11790033333333333,3,0.1,856,10144,
probe1,194,deposit,fast,mint,0,hevm,37572699,1781212064,818399,3000000,0.27279966666666666,5,0.1,3116,2884,
probe2,1,deposit,fast,burn,0,arb,469169954,1780377727,217642,1125899906842624,1.9330492762037466e-10,4,0.020002,1820,4180,
probe2,1,deposit,fast,mint,0,hevm,36724551,1780377733,2266182,3000000,0.755394,11,0.1,1820,4180,
probe2,2,deposit,fast,burn,0,arb,470186616,1780631760,321597,1125899906842624,2.856355152403012e-10,6,0.020192,1859,4141,
probe2,2,deposit,fast,mint,0,hevm,36982818,1780631766,382821,3000000,0.127607,4,0.1,1859,4141,
probe2,3,deposit,slow,burn,0,arb,470195903,1780634077,403170,1125899906842624,3.580868934704995e-10,4,0.02,0,7000,
probe2,3,deposit,slow,mint,0,hevm,36985174,1780634084,2574742,3000000,0.8582473333333334,18,0.109077841,0,7000,
probe2,4,deposit,fast,burn,0,arb,470199195,1780634901,2358770,1125899906842624,2.0950086110360644e-09,4,0.020002,4053,4947,
probe2,4,deposit,fast,mint,0,hevm,36986014,1780634910,2918514,3000000,0.972838,17,0.368347306,4053,4947,
probe2,5,deposit,slow,burn,0,arb,470202575,1780635747,1755245,1125899906842624,1.5589707302865463e-09,12,0.020004,2048,8952,
probe2,5,deposit,slow,mint,0,hevm,36986876,1780635758,1639551,3000000,0.546517,5,9.30794764,2048,8952,
probe2,6,deposit,fast,burn,0,arb,470205592,1780636500,701605,1125899906842624,6.231504201537064e-10,8,0.02,1890,4110,
probe2,6,deposit,fast,mint,0,hevm,36987637,1780636506,514497,3000000,0.171499,3,0.1,1890,4110,
probe2,7,deposit,fast,burn,0,arb,470214240,1780638658,3218040,1125899906842624,2.858193681731791e-09,13,0.020162,2794,3206,
probe2,7,deposit,fast,mint,0,hevm,36989831,1780638664,2695795,3000000,0.8985983333333334,12,2.069092122,2794,3206,
probe2,8,deposit,slow,burn,0,arb,470222975,1780640833,8325741,1125899906842624,7.39474348421254e-09,10,0.023324,0,10000,
probe2,8,deposit,slow,mint,0,hevm,36992046,1780640843,2050691,3000000,0.6835636666666667,5,5.568734984,0,10000,
probe2,9,deposit,fast,burn,0,arb,470227838,1780642037,245860,1125899906842624,2.183675462674728e-10,3,0.020538,2430,4570,
probe2,9,deposit,fast,mint,0,hevm,36993267,1780642044,1920362,3000000,0.6401206666666667,6,0.437601589,2430,4570,
probe2,10,deposit,fast,burn,0,arb,470235186,1780643869,492265,1125899906842624,4.3721914977368215e-10,5,0.02027,1851,4149,
probe2,10,deposit,fast,mint,0,hevm,36995128,1780643875,748206,3000000,0.249402,5,3.344885875,1851,4149,
probe2,11,deposit,slow,burn,0,arb,470243446,1780645924,7595461,1125899906842624,6.746124547873933e-09,27,0.020264,3147,7853,
probe2,11,deposit,slow,mint,0,hevm,36997223,1780645935,764663,3000000,0.2548876666666667,10,0.961960706,3147,7853,
probe2,12,deposit,fast,burn,0,arb,470250161,1780647598,696678,1125899906842624,6.187743650798438e-10,6,0.020034,2823,5177,
probe2,12,deposit,fast,mint,0,hevm,36998922,1780647606,1793424,3000000,0.597808,11,0.189434707,2823,5177,
probe2,13,deposit,slow,burn,0,arb,470257545,1780649440,456443,1125899906842624,4.0540282242318426e-10,8,0.020056,2844,8156,
probe2,13,deposit,slow,mint,0,hevm,37000797,1780649451,1787825,3000000,0.5959416666666667,5,0.100019001,2844,8156,
probe2,14,deposit,slow,burn,0,arb,470260290,1780650124,845851,1125899906842624,7.512666044817706e-10,9,0.02,2382,8618,
probe2,14,deposit,slow,mint,0,hevm,37001493,1780650135,1200511,3000000,0.40017033333333335,8,0.152102457,2382,8618,
probe2,15,deposit,fast,burn,0,arb,470283888,1780656013,930667,1125899906842624,8.265983453270564e-10,7,0.020008,2949,4051,
probe2,15,deposit,fast,mint,0,hevm,37007476,1780656020,2108488,3000000,0.7028293333333333,9,0.33827653,2949,4051,
