analysis,experiment_id,direction,group,role,rel_offset,chain,block_number,block_ts,gas_used,gas_limit,gas_ratio,tx_count,base_fee_gwei,a2m_ms,iris_wait_ms,err
probe2,19,withdraw,,mint,0,arb,470293770,1780658481,1139534,1125899906842624,1.0121095073145625e-09,9,0.020094,269,5731,
probe2,20,withdraw,,burn,0,hevm,37014527,1780662956,1072729,3000000,0.35757633333333333,6,0.249883607,0,8000,
probe2,20,withdraw,,mint,0,arb,470311745,1780662964,759760,1125899906842624,6.748024361513671e-10,9,0.020022,0,8000,
probe2,21,withdraw,,burn,0,hevm,37015399,1780663813,1124848,3000000,0.37494933333333336,5,0.1,94,6906,
probe2,21,withdraw,,mint,0,arb,470315182,1780663820,346816,1125899906842624,3.0803448680671863e-10,4,0.020026,94,6906,
probe2,22,withdraw,,burn,0,hevm,37020508,1780668839,710437,3000000,0.23681233333333335,7,4.079501317,771,5229,
probe2,22,withdraw,,mint,0,arb,470335363,1780668845,2737579,1125899906842624,2.431458590024249e-09,21,0.021086,771,5229,
probe2,23,withdraw,,burn,0,hevm,37021691,1780670002,818629,3000000,0.27287633333333333,5,0.287620379,0,8000,
probe2,23,withdraw,,mint,0,arb,470340064,1780670010,6227305,1125899906842624,5.530957913890688e-09,15,0.021042,0,8000,
probe2,24,withdraw,,burn,0,hevm,37027116,1780675338,2401664,3000000,0.8005546666666666,31,19.434554655,1737,5263,
probe2,24,withdraw,,mint,0,arb,470361527,1780675345,9843386,1125899906842624,8.742683021978337e-09,30,0.022122,1737,5263,
probe2,25,withdraw,,burn,0,hevm,37028410,1780676611,1334506,3000000,0.44483533333333336,12,11.804337081,971,6029,
probe2,25,withdraw,,mint,0,arb,470366654,1780676618,1251099,1125899906842624,1.111199132708407e-09,11,0.025844,971,6029,
probe2,26,withdraw,,burn,0,hevm,37030707,1780678870,2870396,3000000,0.9567986666666667,25,0.62981963,2016,4984,
probe2,26,withdraw,,mint,0,arb,470375758,1780678877,3240203,1125899906842624,2.877878380047605e-09,15,0.021004,2016,4984,
probe2,27,withdraw,,burn,0,hevm,37033996,1780682105,1190161,3000000,0.39672033333333334,6,0.732477029,1134,5866,
probe2,27,withdraw,,mint,0,arb,470388755,1780682112,1091469,1125899906842624,9.69419211571676e-10,8,0.020498,1134,5866,
probe2,28,withdraw,,burn,0,hevm,37036080,1780684155,2962483,3000000,0.9874943333333334,5,0.620663726,1024,5976,
probe2,28,withdraw,,mint,0,arb,470396975,1780684162,3167344,1125899906842624,2.8131665885666735e-09,30,0.020328,1024,5976,
probe2,29,withdraw,,burn,0,hevm,37037629,1780685679,1457348,3000000,0.48578266666666664,8,1.598794432,590,5410,
probe2,29,withdraw,,mint,0,arb,470403092,1780685685,3681280,1125899906842624,3.269633452873677e-09,13,0.020484,590,5410,
probe2,30,withdraw,,burn,0,hevm,37042740,1780690706,901459,3000000,0.30048633333333336,7,0.739524737,2343,6657,
probe2,30,withdraw,,mint,0,arb,470423315,1780690715,524584,1125899906842624,4.659241881199705e-10,5,0.020688,2343,6657,
probe2,31,withdraw,,burn,0,hevm,37043966,1780691912,1719387,3000000,0.573129,11,0.104949358,1547,6453,
probe2,31,withdraw,,mint,0,arb,470428163,1780691920,3516131,1125899906842624,3.122951675038621e-09,23,0.021158,1547,6453,
probe2,32,withdraw,,burn,0,hevm,37047130,1780695024,895253,3000000,0.2984176666666667,14,0.520023569,1159,4841,
probe2,32,withdraw,,mint,0,arb,470440668,1780695030,387188,1125899906842624,3.438920259668521e-10,4,0.020384,1159,4841,
probe2,33,withdraw,,burn,0,hevm,37050651,1780698487,1982476,3000000,0.6608253333333334,6,0.111653908,1042,6958,
probe2,33,withdraw,,mint,0,arb,470454551,1780698495,3038286,1125899906842624,2.6985400580770147e-09,8,0.02,1042,6958,
probe2,34,withdraw,,burn,0,hevm,37053738,1780701524,1329576,3000000,0.443192,5,0.1,675,6325,
probe2,34,withdraw,,mint,0,arb,470466712,1780701531,2192298,1125899906842624,1.947151773151745e-09,7,0.020012,675,6325,
probe2,35,withdraw,,burn,0,hevm,37057649,1780705371,1076731,3000000,0.35891033333333333,3,0.100035973,578,5422,
probe2,35,withdraw,,mint,0,arb,470482122,1780705377,798998,1125899906842624,7.096527809835607e-10,6,0.020004,578,5422,
probe2,36,withdraw,,burn,0,hevm,37059953,1780707637,1049415,3000000,0.349805,8,0.102656355,328,7672,
probe2,36,withdraw,,mint,0,arb,470491188,1780707645,209903,1125899906842624,1.8643131483031539e-10,3,0.020022,328,7672,
probe2,37,withdraw,,burn,0,hevm,37062322,1780709967,681885,3000000,0.227295,7,0.121137949,1325,4675,
probe2,37,withdraw,,mint,0,arb,470500475,1780709973,2354504,1125899906842624,2.0912196418976237e-09,4,0.020026,1325,4675,
probe2,38,withdraw,,burn,0,hevm,37067038,1780714606,266139,3000000,0.088713,4,0.1,0,5000,
probe2,38,withdraw,,mint,0,arb,470518937,1780714611,596865,1125899906842624,5.301226124743152e-10,3,0.020096,0,5000,
probe2,39,withdraw,,burn,0,hevm,37069912,1780717433,46028,3000000,0.015342666666666666,2,0.1,795,5205,
probe2,39,withdraw,,mint,0,arb,470530215,1780717439,2676914,1125899906842624,2.377577246193141e-09,5,0.02,795,5205,
probe2,40,withdraw,,burn,0,hevm,37071980,1780719467,269608,3000000,0.08986933333333333,3,0.1,821,5179,
probe2,40,withdraw,,mint,0,arb,470538346,1780719473,6458324,1125899906842624,5.736144004231392e-09,44,0.020214,821,5179,
probe2,41,withdraw,,burn,0,hevm,37073955,1780721409,1445243,3000000,0.4817476666666667,8,0.168386381,2205,4795,
probe2,41,withdraw,,mint,0,arb,470546138,1780721416,398369,1125899906842624,3.538227488775192e-10,6,0.02033,2205,4795,
probe2,42,withdraw,,burn,0,hevm,37077597,1780724992,245193,3000000,0.081731,3,0.452257108,1048,6952,
probe2,42,withdraw,,mint,0,arb,470560560,1780725000,2638745,1125899906842624,2.343676364091607e-09,13,0.02001,1048,6952,
probe2,43,withdraw,,burn,0,hevm,37079167,1780726536,893199,3000000,0.297733,6,0.1,1193,4807,
probe2,43,withdraw,,mint,0,arb,470566739,1780726542,468735,1125899906842624,4.163203115581382e-10,6,0.02,1193,4807,
probe2,44,withdraw,,burn,0,hevm,37083339,1780730640,219997,3000000,0.07333233333333333,4,0.1,1238,2762,
probe2,44,withdraw,,mint,0,arb,470583120,1780730644,394401,1125899906842624,3.502984569081491e-10,6,0.020072,1238,2762,
probe2,45,withdraw,,burn,0,hevm,37084552,1780731833,1919471,3000000,0.6398236666666667,3,0.1,1263,4737,
probe2,45,withdraw,,mint,0,arb,470587865,1780731839,282235,1125899906842624,2.5067503628406484e-10,5,0.020016,1263,4737,
probe2,46,withdraw,,burn,0,hevm,37087106,1780734345,466144,3000000,0.15538133333333334,2,0.1,467,6533,
probe2,46,withdraw,,mint,0,arb,470597857,1780734352,578273,1125899906842624,5.136095992952505e-10,3,0.020124,467,6533,
probe2,47,withdraw,,burn,0,hevm,37090183,1780737458,1923954,3000000,0.641318,2,0.1,1592,6408,
probe2,47,withdraw,,mint,0,arb,470610306,1780737466,320687,1125899906842624,2.8482727287837406e-10,4,0.02002,1592,6408,
probe2,48,withdraw,,burn,0,hevm,37092855,1780740086,123441,3000000,0.041147,6,0.269016813,1354,5646,
probe2,48,withdraw,,mint,0,arb,470620753,1780740093,13004452,1125899906842624,1.1550273626426133e-08,105,0.020164,1354,5646,
probe2,49,withdraw,,burn,0,hevm,37096265,1780743440,754629,3000000,0.251543,11,0.1,256,6744,
probe2,49,withdraw,,mint,0,arb,470634168,1780743447,484113,1125899906842624,4.2997871929628673e-10,4,0.020052,256,6744,
probe2,50,withdraw,,burn,0,hevm,37100964,1780748062,294313,3000000,0.09810433333333334,5,0.1,1758,5242,
probe2,50,withdraw,,mint,0,arb,470652615,1780748069,1090959,1125899906842624,9.68966240577629e-10,6,0.020148,1758,5242,
probe2,51,withdraw,,burn,0,hevm,37104213,1780751258,38497,3000000,0.012832333333333333,2,0.1,0,7000,
probe2,51,withdraw,,mint,0,arb,470665368,1780751265,509568,1125899906842624,4.525873009697534e-10,4,0.020006,0,7000,
probe2,52,withdraw,,burn,0,hevm,37105309,1780752336,340555,3000000,0.11351833333333333,3,0.1,1775,4225,
probe2,52,withdraw,,mint,0,arb,470669665,1780752342,609886,1125899906842624,5.416875836772306e-10,4,0.020228,1775,4225,
probe2,53,withdraw,,burn,0,hevm,37110007,1780756957,214056,3000000,0.071352,4,0.1,1803,5197,
probe2,53,withdraw,,mint,0,arb,470688153,1780756964,1188463,1125899906842624,1.05556718921207e-09,8,0.02,1803,5197,
probe2,54,withdraw,,burn,0,hevm,37111443,1780758369,2771053,3000000,0.9236843333333333,7,0.119495935,945,5055,
probe2,54,withdraw,,mint,0,arb,470693800,1780758375,443661,1125899906842624,3.9405012586257726e-10,5,0.020012,945,5055,
probe2,55,withdraw,,burn,0,hevm,37114335,1780761214,2652259,3000000,0.8840863333333333,9,0.124191965,1153,4847,
probe2,55,withdraw,,mint,0,arb,470705168,1780761220,233683,1125899906842624,2.0755219765078436e-10,3,0.020004,1153,4847,
probe2,56,withdraw,,burn,0,hevm,37119065,1780765866,180689,3000000,0.06022966666666667,3,0.116032658,1752,5248,
probe2,56,withdraw,,mint,0,arb,470723737,1780765873,692113,1125899906842624,6.147198305939128e-10,6,0.02,1752,5248,
probe2,57,withdraw,,burn,0,hevm,37120787,1780767560,460387,3000000,0.15346233333333334,3,0.1,925,7075,
probe2,57,withdraw,,mint,0,arb,470730492,1780767568,421087,1125899906842624,3.7400038621626663e-10,6,0.020018,925,7075,
probe2,58,withdraw,,burn,0,hevm,37124954,1780771659,393485,3000000,0.13116166666666668,3,12.500687662,1190,5810,
probe2,58,withdraw,,mint,0,arb,470746801,1780771666,1322918,1125899906842624,1.1749872186328503e-09,9,0.020016,1190,5810,
probe2,59,withdraw,,burn,0,hevm,37126126,1780772812,2639311,3000000,0.8797703333333333,15,0.552156455,854,5146,
probe2,59,withdraw,,mint,0,arb,470751402,1780772818,5433401,1125899906842624,4.82582951377708e-09,7,0.02,854,5146,
probe2,60,withdraw,,burn,0,hevm,37129426,1780776058,32518,3000000,0.010839333333333333,2,0.10352364,1631,4369,
probe2,60,withdraw,,mint,0,arb,470764226,1780776064,211904,1125899906842624,1.8820855984813534e-10,3,0.02,1631,4369,
probe2,61,withdraw,,burn,0,hevm,37132032,1780778621,2214771,3000000,0.738257,5,0.3124404,1741,5259,
probe2,61,withdraw,,mint,0,arb,470774259,1780778628,171087,1125899906842624,1.5195578129123533e-10,2,0.020006,1741,5259,
probe2,62,withdraw,,burn,0,hevm,37135937,1780782462,2419864,3000000,0.8066213333333333,5,0.1,467,4533,
probe2,62,withdraw,,mint,0,arb,470789494,1780782467,686793,1125899906842624,6.099947214011081e-10,4,0.02,467,4533,
probe2,63,withdraw,,burn,0,hevm,37137204,1780783708,198693,3000000,0.066231,3,0.1,1570,3430,
probe2,63,withdraw,,mint,0,arb,470794419,1780783713,170706,1125899906842624,1.5161738531332958e-10,2,0.020042,1570,3430,
probe2,64,withdraw,,burn,0,hevm,37141326,1780787762,1220333,3000000,0.40677766666666665,5,0.1,534,6466,
probe2,64,withdraw,,mint,0,arb,470810250,1780787769,561912,1125899906842624,4.990781121705368e-10,5,0.020022,534,6466,
probe2,65,withdraw,,burn,0,hevm,37144401,1780790787,2387358,3000000,0.795786,15,0.100765441,1547,5453,
probe2,65,withdraw,,mint,0,arb,470822142,1780790794,326531,1125899906842624,2.900177875631016e-10,6,0.020034,1547,5453,
probe2,66,withdraw,,burn,0,hevm,37148116,1780794441,1604644,3000000,0.5348813333333333,12,0.109217325,1177,4823,
probe2,66,withdraw,,mint,0,arb,470836574,1780794447,4022217,1125899906842624,3.5724463387509786e-09,9,0.020178,1177,4823,
probe2,67,withdraw,,burn,0,hevm,37151879,1780798142,174335,3000000,0.058111666666666666,5,0.150392294,1304,6696,
probe2,67,withdraw,,mint,0,arb,470851371,1780798150,743332,1125899906842624,6.602114410725335e-10,5,0.020054,1304,6696,
probe2,68,withdraw,,burn,0,hevm,37154952,1780801165,263813,3000000,0.08793766666666666,2,0.1,612,6388,
probe2,68,withdraw,,mint,0,arb,470863447,1780801172,203427,1125899906842624,1.8067947138433738e-10,3,0.02,612,6388,
probe2,69,withdraw,,burn,0,hevm,37156797,1780802980,553253,3000000,0.18441766666666667,2,0.1,1490,4510,
probe2,69,withdraw,,mint,0,arb,470870631,1780802986,170440,1125899906842624,1.5138112985368934e-10,2,0.020022,1490,4510,
probe2,70,withdraw,,burn,0,hevm,37162076,1780808172,450188,3000000,0.15006266666666668,3,0.1,1406,4594,
probe2,70,withdraw,,mint,0,arb,470891135,1780808178,483409,1125899906842624,4.2935344168881784e-10,7,0.02,1406,4594,
probe2,71,withdraw,,burn,0,hevm,37165805,1780811840,1131118,3000000,0.37703933333333334,3,0.1,104,6896,
probe2,71,withdraw,,mint,0,arb,470905684,1780811847,187857,1125899906842624,1.6685053338960643e-10,2,0.02,104,6896,
probe2,72,withdraw,,burn,0,hevm,37167100,1780813114,87967,3000000,0.029322333333333332,3,0.1,1453,5547,
probe2,72,withdraw,,mint,0,arb,470910711,1780813121,3393605,1125899906842624,3.0141267259864435e-09,21,0.020106,1453,5547,
probe2,73,withdraw,,burn,0,hevm,37170424,1780816383,182091,3000000,0.060697,5,0.1,2828,12172,
probe2,73,withdraw,,mint,0,arb,470923820,1780816398,702551,1125899906842624,6.239906369387427e-10,4,0.02,2828,12172,
probe2,74,withdraw,,burn,0,hevm,37173781,1780819685,1610482,3000000,0.5368273333333333,3,0.1,1760,4240,
probe2,74,withdraw,,mint,0,arb,470936912,1780819691,213169,1125899906842624,1.89332105549056e-10,4,0.020004,1760,4240,
probe2,75,withdraw,,burn,0,hevm,37175752,1780821624,216754,3000000,0.07225133333333333,3,0.1,1499,3501,
probe2,75,withdraw,,mint,0,arb,470944631,1780821629,170954,1125899906842624,1.518376535614152e-10,2,0.020048,1499,3501,
probe2,76,withdraw,,burn,0,hevm,37178267,1780824098,463319,3000000,0.15443966666666667,3,0.10165887,1167,6833,
probe2,76,withdraw,,mint,0,arb,470954536,1780824106,323120,1125899906842624,2.8698821097350447e-10,4,0.02,1167,6833,
probe2,77,withdraw,,burn,0,hevm,37181873,1780827645,47800,3000000,0.015933333333333334,2,0.1,549,5451,
probe2,77,withdraw,,mint,0,arb,470968657,1780827651,170756,1125899906842624,1.5166179423431458e-10,2,0.02,549,5451,
probe2,78,withdraw,,burn,0,hevm,37186095,1780831798,241180,3000000,0.08039333333333333,3,0.1,1580,4420,
probe2,78,withdraw,,mint,0,arb,470985096,1780831804,449160,1125899906842624,3.9893421899250825e-10,4,0.02,1580,4420,
probe2,79,withdraw,,burn,0,hevm,37187858,1780833532,473117,3000000,0.15770566666666666,6,0.1,2751,5249,
probe2,79,withdraw,,mint,0,arb,470992013,1780833540,414696,1125899906842624,3.6832403793596313e-10,3,0.02,2751,5249,
probe2,80,withdraw,,burn,0,hevm,37189801,1780835443,2616553,3000000,0.8721843333333333,6,0.401450144,1594,6406,
probe2,80,withdraw,,mint,0,arb,470999653,1780835451,189149,1125899906842624,1.67998059907859e-10,2,0.020014,1594,6406,
probe2,81,withdraw,,burn,0,hevm,37195198,1780840751,1098887,3000000,0.3662956666666667,5,0.151314244,1856,6144,
probe2,81,withdraw,,mint,0,arb,471020778,1780840759,1584323,1125899906842624,1.4071614984345615e-09,6,0.020034,1856,6144,
probe2,82,withdraw,,burn,0,hevm,37197615,1780843129,559738,3000000,0.18657933333333335,6,0.182066228,1993,5007,
probe2,82,withdraw,,mint,0,arb,471030180,1780843136,265972,1125899906842624,2.362305906444817e-10,4,0.020022,1993,5007,
probe2,83,withdraw,,burn,0,hevm,37199960,1780845435,0,3000000,0.0,1,0.105267883,2370,4630,
probe2,83,withdraw,,mint,0,arb,471039397,1780845442,2462135,1125899906842624,2.186815173388368e-09,6,0.020052,2370,4630,
probe2,84,withdraw,,burn,0,hevm,37203689,1780849103,32518,3000000,0.010839333333333333,2,0.1,1337,5663,
probe2,84,withdraw,,mint,0,arb,471054023,1780849110,262305,1125899906842624,2.3297364037944135e-10,4,0.020094,1337,5663,
probe2,85,withdraw,,burn,0,hevm,37206238,1780851610,774592,3000000,0.25819733333333333,5,0.1,1327,6673,
probe2,85,withdraw,,mint,0,arb,471063978,1780851618,442416,1125899906842624,3.929443437300506e-10,6,0.020006,1327,6673,
probe2,86,withdraw,,burn,0,hevm,37207560,1780852911,386982,3000000,0.128994,2,0.1,1159,4841,
probe2,86,withdraw,,mint,0,arb,471069148,1780852917,216038,1125899906842624,1.9188028943517565e-10,3,0.02001,1159,4841,
probe2,87,withdraw,,burn,0,hevm,37211180,1780856471,2235221,3000000,0.7450736666666666,6,0.104339616,2054,4946,
probe2,87,withdraw,,mint,0,arb,471083330,1780856478,388491,1125899906842624,3.4504932244772135e-10,6,0.020134,2054,4946,
probe2,88,withdraw,,burn,0,hevm,37213341,1780858597,51029,3000000,0.017009666666666666,2,0.1,1474,5526,
probe2,88,withdraw,,mint,0,arb,471091815,1780858604,12809942,1125899906842624,1.1377514042010262e-08,5,0.020072,1474,5526,
probe2,89,withdraw,,burn,0,hevm,37216670,1780861871,1072621,3000000,0.35754033333333335,11,0.1,1931,4069,
probe2,89,withdraw,,mint,0,arb,471104863,1780861877,1052675,1125899906842624,9.349632179578293e-10,6,0.020002,1931,4069,
probe2,90,withdraw,,burn,0,hevm,37219289,1780864447,675068,3000000,0.22502266666666668,6,0.266603783,404,7596,
probe2,90,withdraw,,mint,0,arb,471115143,1780864455,662314,1125899906842624,5.882530018652687e-10,3,0.020002,404,7596,
probe2,91,withdraw,,burn,0,hevm,37223470,1780868560,548099,3000000,0.18269966666666668,3,0.1,0,8000,
probe2,91,withdraw,,mint,0,arb,471131479,1780868568,171230,1125899906842624,1.5208279080525244e-10,2,0.02,0,8000,
probe2,92,withdraw,,burn,0,hevm,37225370,1780870429,2991554,3000000,0.9971846666666667,18,11.706707917,0,9000,
probe2,92,withdraw,,mint,0,arb,471138864,1780870438,4005700,1125899906842624,3.5577762957927916e-09,7,0.022174,0,9000,
probe2,93,withdraw,,burn,0,hevm,37228148,1780873161,2588248,3000000,0.8627493333333334,7,0.724174589,293,5707,
probe2,93,withdraw,,mint,0,arb,471149811,1780873167,171877,1125899906842624,1.5265744224279842e-10,2,0.020122,293,5707,
probe2,94,withdraw,,burn,0,hevm,37230944,1780875911,609554,3000000,0.20318466666666668,5,0.1,0,6000,
probe2,94,withdraw,,mint,0,arb,471160726,1780875917,170380,1125899906842624,1.5132783914850734e-10,2,0.020056,0,6000,
probe2,95,withdraw,,burn,0,hevm,37236453,1780881330,802716,3000000,0.267572,8,5.963513475,946,5054,
probe2,95,withdraw,,mint,0,arb,471182345,1780881336,5340525,1125899906842624,4.743339054869011e-09,9,0.020008,946,5054,
probe2,96,withdraw,,burn,0,hevm,37238793,1780883632,102893,3000000,0.034297666666666664,4,0.102160899,958,8042,
probe2,96,withdraw,,mint,0,arb,471191497,1780883641,424621,1125899906842624,3.771392087514869e-10,5,0.020014,958,8042,
probe2,97,withdraw,,burn,0,hevm,37240493,1780885304,58601,3000000,0.019533666666666668,3,0.244726173,618,6382,
probe2,97,withdraw,,mint,0,arb,471198104,1780885311,171252,1125899906842624,1.5210233073048585e-10,2,0.020052,618,6382,
probe2,98,withdraw,,burn,0,hevm,37245067,1780889803,32698,3000000,0.010899333333333334,2,0.1,1217,7783,
probe2,98,withdraw,,mint,0,arb,471215807,1780889812,260578,1125899906842624,2.3143975624861923e-10,4,0.020144,1217,7783,
probe2,99,withdraw,,burn,0,hevm,37248581,1780893259,2859901,3000000,0.9533003333333333,24,0.679781675,1535,7465,
probe2,99,withdraw,,mint,0,arb,471229435,1780893268,422623,1125899906842624,3.7536462826892603e-10,4,0.02,1535,7465,
probe2,100,withdraw,,burn,0,hevm,37249723,1780894382,601735,3000000,0.20057833333333333,5,0.1,1832,8168,
probe2,100,withdraw,,mint,0,arb,471233882,1780894392,783063,1125899906842624,6.954996578656392e-10,6,0.020094,1832,8168,
probe2,101,withdraw,,burn,0,hevm,37251749,1780896375,193232,3000000,0.06441066666666667,4,0.1,1027,4973,
probe2,101,withdraw,,mint,0,arb,471241732,1780896381,343422,1125899906842624,3.050200092502564e-10,4,0.02,1027,4973,
probe2,102,withdraw,,burn,0,hevm,37254848,1780899423,1794172,3000000,0.5980573333333333,7,0.1,828,8172,
probe2,102,withdraw,,mint,0,arb,471253863,1780899432,500632,1125899906842624,4.446505386113131e-10,6,0.020296,828,8172,
probe2,103,withdraw,,burn,0,hevm,37259215,1780903719,1547308,3000000,0.5157693333333333,7,0.426506043,521,5479,
probe2,103,withdraw,,mint,0,arb,471270955,1780903725,653033,1125899906842624,5.800098179520319e-10,5,0.020022,521,5479,
probe2,104,withdraw,,burn,0,hevm,37260449,1780904933,1972031,3000000,0.6573436666666667,10,0.1,879,6121,
probe2,104,withdraw,,mint,0,arb,471275812,1780904940,738472,1125899906842624,6.558948939527909e-10,8,0.020042,879,6121,
probe2,105,withdraw,,burn,0,hevm,37264099,1780908523,62402,3000000,0.020800666666666665,3,0.1,653,7347,
probe2,105,withdraw,,mint,0,arb,471290159,1780908531,480092,1125899906842624,4.264073538706725e-10,5,0.020046,653,7347,
probe2,106,withdraw,,burn,0,hevm,37265388,1780909791,2277756,3000000,0.759252,18,0.100974658,0,6000,
probe2,106,withdraw,,mint,0,arb,471295207,1780909797,1088493,1125899906842624,9.667759925946484e-10,9,0.020114,0,6000,
probe2,107,withdraw,,burn,0,hevm,37269572,1780913906,169939,3000000,0.05664633333333333,4,0.1,1271,6729,
probe2,107,withdraw,,mint,0,arb,471311632,1780913914,534915,1125899906842624,4.750999593738925e-10,6,0.02,1271,6729,
probe2,108,withdraw,,burn,0,hevm,37272556,1780916841,38497,3000000,0.012832333333333333,2,0.1,1486,5514,
probe2,108,withdraw,,mint,0,arb,471323328,1780916848,1892350,1125899906842624,1.680744432519532e-09,11,0.020234,1486,5514,
probe2,109,withdraw,,burn,0,hevm,37276494,1780920715,2803990,3000000,0.9346633333333333,23,0.136039792,960,8040,
probe2,109,withdraw,,mint,0,arb,471338827,1780920724,2711011,1125899906842624,2.407861465769656e-09,9,0.020014,960,8040,
probe2,110,withdraw,,burn,0,hevm,37279929,1780924093,2683536,3000000,0.894512,8,0.1,138,6862,
probe2,110,withdraw,,mint,0,arb,471352321,1780924100,489507,1125899906842624,4.347695536921492e-10,5,0.020034,138,6862,
probe2,111,withdraw,,burn,0,hevm,37282384,1780926508,1504977,3000000,0.501659,6,0.195509774,0,8000,
probe2,111,withdraw,,mint,0,arb,471361988,1780926516,686524,1125899906842624,6.097558014062088e-10,8,0.02,0,8000,
probe2,112,withdraw,,burn,0,hevm,37283831,1780927931,2907831,3000000,0.969277,12,0.102746246,0,7000,
probe2,112,withdraw,,mint,0,arb,471367683,1780927938,297767,1125899906842624,2.644702234988472e-10,5,0.020212,0,7000,
probe2,113,withdraw,,burn,0,hevm,37287892,1780931926,848383,3000000,0.2827943333333333,5,0.107061115,0,6000,
probe2,113,withdraw,,mint,0,arb,471383656,1780931932,1227668,1125899906842624,1.0903882241564133e-09,10,0.020116,0,6000,
probe2,114,withdraw,,burn,0,hevm,37291523,1780935497,895859,3000000,0.29861966666666667,5,0.17427947,1474,5526,
probe2,114,withdraw,,mint,0,arb,471397952,1780935504,4480552,1125899906842624,3.9795295947442355e-09,34,0.02,1474,5526,
probe2,115,withdraw,,burn,0,hevm,37294176,1780938107,2783585,3000000,0.9278616666666667,11,0.138305553,878,5122,
probe2,115,withdraw,,mint,0,arb,471408363,1780938113,644654,1125899906842624,5.725677709733645e-10,5,0.02,878,5122,
probe2,116,withdraw,,burn,0,hevm,37299048,1780942899,32698,3000000,0.010899333333333334,2,0.1,1818,5182,
probe2,116,withdraw,,mint,0,arb,471427482,1780942906,270132,1125899906842624,2.3992541287043423e-10,4,0.02,1818,5182,
probe2,117,withdraw,,burn,0,hevm,37300503,1780944330,1499148,3000000,0.499716,5,0.1,966,5034,
probe2,117,withdraw,,mint,0,arb,471433160,1780944336,768546,1125899906842624,6.826059717468524e-10,4,0.020114,966,5034,
probe2,118,withdraw,,burn,0,hevm,37304315,1780948080,185449,3000000,0.061816333333333334,4,0.103454516,1120,6880,
probe2,118,withdraw,,mint,0,arb,471448091,1780948088,191413,1125899906842624,1.7000889585006007e-10,2,0.020004,1120,6880,
probe2,119,withdraw,,burn,0,hevm,37309543,1780953222,1530751,3000000,0.5102503333333334,9,0.109730066,935,5065,
probe2,119,withdraw,,mint,0,arb,471468449,1780953228,173203,1125899906842624,1.538351668273208e-10,2,0.020072,935,5065,
probe2,120,withdraw,,burn,0,hevm,37314193,1780957796,426563,3000000,0.14218766666666666,7,0.104508142,1457,6543,
probe2,120,withdraw,,mint,0,arb,471486411,1780957804,274720,1125899906842624,2.440003754600184e-10,3,0.02,1457,6543,
probe2,121,withdraw,,burn,0,hevm,37316114,1780959685,146508,3000000,0.048836,5,0.1,420,7580,
probe2,121,withdraw,,mint,0,arb,471493790,1780959693,553675,1125899906842624,4.917621865274668e-10,3,0.020002,420,7580,
probe2,122,withdraw,,burn,0,hevm,37318065,1780961604,157866,3000000,0.052622,5,0.187781431,1487,4513,
probe2,122,withdraw,,mint,0,arb,471501313,1780961610,271915,1125899906842624,2.4150903499275955e-10,4,0.020098,1487,4513,
probe2,123,withdraw,,burn,0,hevm,37320463,1780963963,2012008,3000000,0.6706693333333333,15,0.129946272,355,7645,
probe2,123,withdraw,,mint,0,arb,471510557,1780963971,173548,1125899906842624,1.5414158838211733e-10,2,0.020002,355,7645,
probe2,124,withdraw,,burn,0,hevm,37324847,1780968275,283511,3000000,0.09450366666666667,5,0.1,1127,4873,
probe2,124,withdraw,,mint,0,arb,471527646,1780968281,1537324,1125899906842624,1.3654180008870753e-09,7,0.02,1127,4873,
probe2,125,withdraw,,burn,0,hevm,37327543,1780970927,681897,3000000,0.227299,5,0.1,0,7000,
probe2,125,withdraw,,mint,0,arb,471538079,1780970934,418785,1125899906842624,3.7195579949411695e-10,3,0.02,0,7000,
probe2,126,withdraw,,burn,0,hevm,37330245,1780973584,669085,3000000,0.22302833333333333,9,0.1,1418,3582,
probe2,126,withdraw,,mint,0,arb,471548555,1780973589,1029873,1125899906842624,9.147109736318271e-10,5,0.02002,1418,3582,
probe2,127,withdraw,,burn,0,hevm,37333144,1780976436,1319491,3000000,0.4398303333333333,8,0.1,1110,4890,
probe2,127,withdraw,,mint,0,arb,471559756,1780976442,170870,1125899906842624,1.517630465741604e-10,2,0.02019,1110,4890,
probe2,128,withdraw,,burn,0,hevm,37336837,1780980068,1017482,3000000,0.33916066666666667,6,0.298229384,944,6056,
probe2,128,withdraw,,mint,0,arb,471574064,1780980075,1620302,1125899906842624,1.4391172697969523e-09,14,0.020046,944,6056,
probe2,129,withdraw,,burn,0,hevm,37337986,1780981199,1698743,3000000,0.5662476666666667,9,0.100396175,2789,4211,
probe2,129,withdraw,,mint,0,arb,471578540,1780981206,311301,1125899906842624,2.764908302310687e-10,3,0.02,2789,4211,
probe2,130,withdraw,,burn,0,hevm,37342971,1780986102,32698,3000000,0.010899333333333334,2,0.1,1556,4444,
probe2,130,withdraw,,mint,0,arb,471597976,1780986108,1097022,1125899906842624,9.743512663362708e-10,12,0.02006,1556,4444,
probe2,131,withdraw,,burn,0,hevm,37346125,1780989204,1312391,3000000,0.43746366666666664,11,0.109309244,922,5078,
probe2,131,withdraw,,mint,0,arb,471610395,1780989210,321663,1125899906842624,2.856941350160014e-10,5,0.02,922,5078,
probe2,132,withdraw,,burn,0,hevm,37348129,1780991175,716457,3000000,0.238819,12,0.634760935,1503,5497,
