N,quorum_ratio,q,byz_frac,mint_delay_s,cctp_safety_margin_s,reorg_mtbf_s,fail_rate,double_spend_rate,t_quorum_mean,t_quorum_std,t_quorum_p99,t_total_p99,reach_at_quorum_mean,reach_at_end_mean,reach_t_p99_mean,reach_hops_mean_mean,wall_s_mean,reorg_count_mean,reorg_total_depth_mean
21,0.6666666666666666,14,0.0,0.0,0.0,20.0,1.0,0.0,30.0,0.0,30.0,230.0,0.047619047619047616,0.047619047619047616,0.0,0.0,8.203983306884766e-05,5.82,4.8235463096377185
21,0.6666666666666666,14,0.1,0.0,0.0,20.0,1.0,0.0,30.0,0.0,30.0,230.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.00013835906982421876,5.78,4.677458316601534
21,0.6666666666666666,14,0.2,0.0,0.0,20.0,1.0,0.0,30.0,0.0,30.0,230.0,0.058823529411764705,0.058823529411764705,0.0,0.0,0.00012353897094726562,6.48,5.155037026851194
21,0.6666666666666666,14,0.3,0.0,0.0,20.0,1.0,0.0,30.0,0.0,30.0,230.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.00011201381683349609,6.66,5.27892215339843
