N,quorum_ratio,q,byz_frac,mint_delay_s,cctp_safety_margin_s,reorg_mtbf_s,fail_rate,double_spend_rate,t_quorum_mean,t_quorum_std,t_quorum_p99,t_total_p99,reach_at_quorum_mean,reach_at_end_mean,reach_t_p99_mean,reach_hops_mean_mean,wall_s_mean,reorg_count_mean,reorg_total_depth_mean
21,0.6666666666666666,14,0.0,0.0,0.0,0.0,1.0,0.0,30.0,0.0,30.0,230.0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.00016152381896972657,0.0,0.0
21,0.6666666666666666,14,0.1,0.0,0.0,0.0,1.0,0.0,30.0,0.0,30.0,230.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.00010090827941894531,0.0,0.0
21,0.6666666666666666,14,0.2,0.0,0.0,0.0,1.0,0.0,30.0,0.0,30.0,230.0,0.058823529411764705,0.058823529411764705,0.0,0.0,0.00012345314025878905,0.0,0.0
21,0.6666666666666666,14,0.3,0.0,0.0,0.0,1.0,0.0,30.0,0.0,30.0,230.0,0.06666666666666667,0.06666666666666667,0.0,0.0,4.0984153747558595e-05,0.0,0.0
